"Gene.names","pvalue.-log10","FoldChange","CBX1.T_4","CBX1.T_3","CBX1.T_2","CBX1.T_1","NLS.T_4","NLS.T_3","NLS.T_2","NLS.T_1"
"BUB1B",0.946970085069116,0.332,22.2845440644203,22.0577004744236,22.4525444965849,22.3490486055836,22.2210498381956,21.4639198781177,22.040142168175,22.0923418028433
"BUB3",4.37263091016547,-0.816,25.7844758316324,25.9160815980587,25.8970519687021,25.8547759134073,26.7334682088578,26.5936397444351,26.8040762188698,26.5845582663111
"BUD13",0.997996979491714,-0.204,23.9658854882702,24.0224574989462,24.2032065870233,24.1360054404957,24.3855676829514,24.2493583045544,24.3835128981367,24.1245742201752
"BUD23",0.475292569233093,0.424,17.793009191922,17.9270796527711,17.7653512729097,17.9496987091001,16.9231076103249,16.7911474637522,17.2711840834763,18.7556544218517
"BUD31",4.94990956927775,2.677,24.6854607214242,24.6218071490236,24.8413766158734,24.6390165953881,21.2910165668425,21.8722616677966,22.4333601314465,22.4820841645062
"BYSL",3.99610624012361,1.514,22.8315546936044,22.6852473460913,22.5963323941093,22.9621287872844,21.4800969768357,20.7120417851911,21.2298353412983,21.5975843724536
"BZW1",0.4920113535687,-0.21,21.5313243065291,22.3939873672445,22.0767839168101,22.1433661697163,22.4645591339292,22.1805540537018,22.3096343134568,22.0305636221496
"BZW2",0.0103322784579968,-0.008,20.2959373511174,19.3896873932072,19.5169650053449,19.1717365143218,19.8036025461589,19.7194741129382,19.3043282309221,19.5775508453628
"C11orf54",1.37654781250047,-0.629,20.26903870127,20.4324924155243,21.1049132060855,20.5785609129416,21.245128702133,21.4628813900152,21.5576479504947,20.6341088957174
"C11orf68",4.84070483100022,-3.489,15.7182703308184,15.4989957261999,15.6836342199006,14.3743115659478,18.7000321906174,19.1042622899903,19.2203708785609,18.2084816421405
"C11orf98",0.104819549273147,0.194,18.0396843029013,19.417758352437,17.9036700726203,19.1458573892317,16.9487789058475,18.3881654572168,20.1844194962758,18.2108260185714
"C12orf57",0.365668714763381,-0.2,19.6426467762708,20.767345385712,20.0972861019937,20.4887206865152,20.2808018151326,20.6071638635841,20.4002047044193,20.5059171518338
"C14orf93",6.04816146663258,5.537,22.4973724341665,22.8177302584975,22.8898586736885,22.7956677217492,16.3886414084234,16.6232337660575,18.0899462948586,17.750099309243
"C15orf39",0.952060567617499,-0.171,22.8688480572732,23.0595672101156,23.0324131727048,23.0001835504633,23.1650331930863,23.1185476899279,23.2647108164116,23.097084735007
"C15orf40",0.204397690348379,0.268,17.8443723738752,16.6647012824606,17.3542702959478,18.3656329192656,17.7357190993034,16.0745281979766,18.196086992943,17.1523947092067
"C16orf87",1.62844233591383,1.381,19.069851863562,20.0655115554563,20.6732322290001,20.1898214803932,19.5405824909041,19.1443396253927,17.841712126264,17.9471410603776
"C17orf75",4.58195499980861,-1.375,20.0561793107743,20.3751390524866,20.2698373804945,20.5454642045325,21.8606151716403,21.720693905169,21.780992618964,21.3834127826633
"C18orf21",0.198280431901768,0.072,21.5058423936163,21.3620541481321,21.5249403554396,21.5980140303903,21.587141815364,21.4849370096649,21.0566538116582,21.5753566142351
"C19orf25",1.39245917107161,-0.667,17.7617281406022,18.4883151170693,18.8418133500194,17.9789068811833,18.8085957097051,19.1493429146379,19.2291578505807,18.5508193418114
"C19orf53",1.36964409186462,2.266,22.9435327863963,22.7590431766713,22.9437912927628,22.3953982595769,20.7062470607134,22.3699401783714,21.3464313947924,17.5563080403963
"C1D",2.44673539298361,2.143,19.5201139400201,20.2471751953211,19.6634699305197,17.7216714651085,17.408109511406,16.6739172867543,17.0613510974631,17.4385719763496
"C1orf122",1.72964138779732,0.742,20.6993137381375,20.1324533211803,20.6368363436549,20.1750555020843,19.4204518370953,19.8916444356947,19.201489391641,20.1640390509541
"C1orf174",4.59981735155787,8.115,25.8841097860151,25.4141581128696,25.697560212869,25.2929014380192,15.224381314089,17.8562267898653,19.9819153853611,16.7660749641735
"C1orf198",4.61662326025049,-0.904,22.2531523636512,22.0926902803386,22.3153392275359,22.1458219754245,23.1487998204705,23.1936091457947,23.0026092163286,23.0777437548995
"C1orf52",1.69423527895374,0.291,26.050765176902,26.1723085169816,26.1437493736236,26.0799708401457,25.967013223658,25.8295353437362,25.8066134569412,25.6790935927704
"C22orf15",0.619902800827427,-0.636,18.8483083458984,16.546865149278,18.4971887611841,18.8003919872218,18.8753443976167,19.0132788751612,18.7336589057005,18.6149927794536
"C2CD5",3.84973378660251,-1.117,22.3326354815196,22.7259818981633,22.3775119760237,22.6215259726759,23.736630109904,23.4255554640117,23.4375820685889,23.9269438268205
"C2orf42",2.1988317970592,1.144,21.0828191081586,21.4052281263373,20.9681228184226,21.9944585932948,20.3863955017663,20.6187142385257,19.5194422276162,20.3517024372392
"C2orf49",3.09825827573339,-1.532,20.3933684413171,20.9512654546874,20.1581706954901,21.3624508316654,22.0897108454202,21.9831539964981,22.2757637244272,22.6435766942453
"C3orf38",0.158012455264527,0.437,16.9294934717445,17.1543463040299,19.599078945009,16.2736704088878,15.6290912436737,17.235031044515,15.6405730017374,19.7029117798639
"C6orf132",0.919856861461567,-0.443,19.2860807809309,18.9687340529809,18.3561934748863,18.9697241789129,18.8315092196549,19.2827784491237,19.6559485826613,19.5806203536546
"C7orf50",0.806776477133029,-0.458,19.6107908917284,19.5707797344174,19.9204111452677,20.0382582129006,20.6897216639218,20.5105607550049,19.3836848082539,20.3893255374198
"C8orf33",3.41874239075322,3.666,21.6198550927302,21.2731215998733,21.651418954375,20.4958094824034,18.4237255846584,18.5641149181929,17.5323379975561,15.8553130633407
"C8orf58",2.39169880849969,-0.785,19.5152338492611,19.2512707612629,18.6720909784169,19.0644914915233,20.0121846775379,20.0572570085241,19.6616133306078,19.9138798184385
"C8orf88",2.60662104394585,0.837,22.1055720687127,21.9860134067572,22.2433702907439,21.9846844995404,21.6621519040573,21.2022478160934,21.3251780049604,20.7806925483926
"C9orf40",0.74414972806918,-1.123,16.321178452744,17.4722258604765,18.8435816801575,14.961040355405,17.5402530025625,18.4576208899146,17.8254736882458,18.268598578509
"C9orf78",2.5068968746491,0.501,24.3274812664054,24.3403870032838,24.5075572847253,24.3357489445764,23.762719288691,23.7570694996592,24.1246395481013,23.8611095917709
"CAAP1",0.250668988940519,-0.074,22.3334669923317,22.4123307390562,22.6911835300473,22.6248115852143,22.6407976964194,22.526436184244,22.4665369553143,22.7239514633538
"CABIN1",0.509825672697438,0.116,23.843945959489,23.9147349145945,24.0092830562777,24.1145354618151,23.9106698406363,23.7265812984826,23.960803245474,23.8197047392075
"CABLES1",1.50020922365725,-0.642,21.0734787573781,21.3836287241781,21.0813584584913,20.3360697689607,21.4816809404038,21.3759357212809,21.5995988108882,21.9852713071853
"CACNB1",0.75411132242082,1.21,15.711567960848,17.9643333162548,17.8604016270654,18.1181424534014,14.8262728820332,15.26302167249,17.8893713614573,16.8351564458999
"CACNB3",0.133926441086194,0.124,16.044599151836,16.9630391304088,16.9390978256423,17.3424861942308,16.8528314660912,15.9995335676059,16.6352643835306,17.3053932383136
"CACTIN",0.318373789179372,0.156,21.2599509399779,21.0658622868629,21.2497359487912,21.5776708059712,20.8475841892364,21.1914045425989,20.839558333191,21.6502413385847
"CACUL1",1.25649444196726,-0.43,22.7740358294397,22.9940829955242,22.6700115341151,22.9890449045918,22.94527642714,23.3197298032165,23.7632429842014,23.1186263258446
"CACYBP",1.64202201503356,-0.639,23.1031352826101,23.5431765178823,23.9871898449732,23.1210192089364,24.3135637450184,23.7951572346509,24.1615376163788,24.0419420097024
"CAD",0.224011474447101,-0.136,25.3804555051956,25.2644667985263,24.5680262703761,24.6355518865649,25.3499778702959,25.1315417977868,25.2650796793364,24.6459468154228
"CALCOCO1",0.979302155460652,-0.661,19.6247821954833,19.6169606748767,18.7164541525135,20.3298794727858,20.5629544702922,19.7918389244314,19.9400454649476,20.6391477947997
"CALCOCO2",1.15113049188054,-0.534,19.2447677870898,18.9645111547613,19.2627973720808,18.9085887595109,20.1447554723977,19.9833798633486,19.2559661019852,19.1306654568305
"CALD1",2.52741668359635,-0.425,28.1093655189919,27.9350750598847,27.9430544702527,27.9119573692115,28.3169033252373,28.3258334834178,28.4912118004035,28.4673052757752
"CALM3",1.01324391438482,0.729,21.1108263489618,20.4505652845239,20.0337464558007,20.5678309856634,19.3320847565128,20.210373377177,19.0855996217507,20.6188134015065
"CALML3",0.0469231872777497,0.112,19.8194594680975,19.6944772604006,17.1076815457815,16.3935881975852,18.2807092736315,17.7367269587688,17.4842731390511,19.063634996276
"CALML5",0.169353577167094,-0.634,20.8124898060127,18.3431343093647,16.2498343917551,19.9521786432524,18.0877641377057,17.3409080229884,19.2576665787129,23.2079082430785
"CALU",0.233689407145895,0.335,19.3676850024877,20.1464943100165,20.8410738965523,18.0291416334887,19.2909193199037,19.9062355708322,18.6883425094166,19.1593704096152
"CAMK1",2.09301121725682,0.415,18.4906571552862,18.6438347413935,18.5541399876368,18.5542793595533,18.2829353726193,18.3106182618309,17.9497170842593,18.0386192341043
"CAMK1D",0.388476293916547,0.437,17.9524283495818,20.3387877491943,20.0274611397494,19.3358056588817,19.0301299068132,18.7250419496499,18.7250592151213,19.4257465748842
"CAMK2D",3.32328041688556,-1.016,24.4432280784087,24.5359761401291,24.2203581352928,24.62833814482,25.4463698666943,25.4995010046522,25.1054854828086,25.8399662334531
"CAMK2G",3.53438563802712,-1.09,24.1531580352218,24.2003604750806,23.6279948443795,24.2786241729861,25.1437234951498,25.2741874763165,24.9069777718828,25.2946870260303
"CAMK4",1.69433496113235,0.695,21.1451791561831,21.3344643145221,21.2772199357285,20.7422292881515,20.1494652004471,20.5616224005426,20.9719225858725,20.0344632030516
"CAMKK2",1.32404631735918,-0.534,19.9897939304335,20.1136002544417,20.3552824603644,19.8309648087848,21.0765915194744,20.5800376445515,20.709984906154,20.0594024033691
"CAMKMT",0.193758680816876,-0.151,16.2701504647767,16.2327333923042,17.3710011499321,16.2138475644972,17.087862049171,16.8617917176297,16.4541722158136,16.2884070422276
"CAMSAP1",0.394527839387039,-0.12,25.0875563178911,24.8576128130013,25.0001848205294,24.6164859197602,24.9160349886458,25.1141463390972,24.8769987946976,25.1345530708329
"CAMSAP2",0.92513583237635,-0.172,24.605711408887,24.3922137581002,24.3843553884279,24.5661298628765,24.6679925661076,24.6068742424903,24.6414120962543,24.7220066071572
"CAND1",0.0813800520218648,0.048,23.7492409295555,23.5582624466718,23.6232382002335,24.0116599352395,23.526569810915,23.3346587071258,23.6229949271388,24.2653579988527
"CAP1",4.96484614112955,-1.21,20.6026796008882,20.8472265570774,20.8979603807925,20.7712453610486,21.8280543522311,22.0936325278695,21.9010722310292,22.1369189889202
"CAP2",0.371856740735589,-0.415,15.531627053271,17.1059583511408,16.8395738327349,17.2216130427377,17.7692499114169,17.4033340567184,17.1910465328715,15.9956089698519
"CAPN1",1.44400061250071,0.395,22.2564968659095,21.8280894716684,22.0283924871153,21.8364366118959,21.8124478938138,21.2945659947299,21.5763084814523,21.6847533260566
"CAPN15",0.117564780108833,-0.066,20.8004821728336,21.4828456159474,20.8919305169427,20.9801473637235,21.4624584940502,21.2201764883196,20.7197787795813,21.0166859275601
"CAPN2",1.4142357461246,-0.344,23.2059454596915,23.3364528032708,23.188986507443,23.6518360493175,23.7713101603963,23.5244603580854,23.8156101207136,23.6487363789749
"CAPNS1",2.03616346165476,-0.504,21.4842129645187,21.5368124472384,21.1493165192277,21.7677763238458,22.065948743718,22.0528528083317,21.9715472648705,21.861899708856
"CAPRIN1",3.21600790810121,3.017,25.5897790595896,25.5743945475935,25.3130677510468,25.378311554267,21.6875000037211,23.4263485332666,23.4978592828597,21.1773551991779
"CAPRIN2",0.728049515798026,-0.327,16.7916429767922,17.3705020138494,17.457397553653,17.3895564066659,17.5799674009123,18.0110822772176,17.1336422273525,17.5906574539304
"CAPZA1",0.687984549864552,-0.209,20.4827389085136,20.3613915926594,20.4152467055209,20.4678323375683,20.4112556245695,20.4893123802045,20.6201353400191,21.0422426462644
"CAPZA2",1.18156868780681,-1.387,15.6150166252992,18.3099634420691,18.6583219058687,18.4630412044734,19.309965103369,19.0936408127082,19.0356019682377,19.1537056709675
"CAPZB",1.9730531291792,-0.411,26.1680837963693,26.5114766357463,26.2713899712785,26.1029477492317,26.6788662274313,26.5921672516288,26.8184493119042,26.6100587552993
"CARD10",2.37699913152053,0.777,21.9596475872632,21.9295803828272,22.0107718105974,21.9830366256387,21.5694917691749,21.3053342894738,21.2573682612304,20.6416581112566
"CARD11",2.30743606998404,-1.758,17.1745777035703,16.5546616389767,18.124070390964,17.6278186361395,18.0380311834865,19.6483850584406,19.4877529326802,19.3378317364919
"CARD6",0.0101094047824562,0.02,18.486143165228,20.2058864514588,17.6227245830739,20.3251487320039,19.5323241121632,19.1265014890991,19.7523860141189,18.1485190108162
"CARHSP1",1.76539336348459,-0.486,20.8610758586186,20.4336280887952,20.9044150569346,20.7199691094458,21.2932477708739,21.502107754899,21.0356926731946,21.0311395386407
"CARM1",0.817852345124844,-0.581,17.5488116507084,18.7401959176691,19.1707287308628,19.2811117438443,19.2317884820818,19.2373094130736,19.1576672379939,19.4385812006395
"CARMIL1",0.0276949282429672,0.012,22.7080467098731,22.6098667679344,22.8626911044502,23.083458457453,22.9279157919112,22.7014071516516,22.5540333777894,23.0309222480886
"CARNMT1",0.424106400624394,-0.313,16.3686932943826,17.6230076354051,17.4110760392491,17.6053544626462,17.9639195385683,17.7062920644442,17.6136272249631,16.9776066561026
"CARS1",0.796257271668097,0.235,24.5383511926349,25.0277467546742,24.4758233965283,24.7107831415626,24.5273734078322,24.5541472221939,24.4936466542206,24.2359408328412
"CASK",1.37331564279761,-0.308,22.1614101622089,22.2225845849359,21.9977609084437,22.1410344239614,22.469296939761,22.6918717247021,22.2234160087714,22.3693849453938
"CASKIN2",2.62937775831426,-0.866,20.6357787575897,21.1361444458808,21.3167747717093,20.7883904779016,22.1262981226872,21.9063270074088,21.7617435977356,21.5474342587351
"CASP1",1.00406488984404,0.599,21.9296972468592,21.3811112410229,21.6644213939043,21.6359330993836,20.0916005030458,21.3195594091199,21.2297218587091,21.5736120469361
"CASP14",0.740067798510987,0.383,23.8995105053417,22.8318601540593,23.2087361704621,23.1549244475606,22.8664730828355,22.9540919368546,22.4676677871886,23.2740068801675
"CASP2",1.45204614326246,0.786,20.9704780724873,21.5018262632788,20.4167278616333,21.0184055092805,20.6255011542915,20.3865665644252,20.2778963289513,19.4742274078797
"CASP3",2.4891734370596,-0.436,21.8063424309677,21.7546415847697,21.6052039974764,21.7662299048581,22.1073981776113,22.1592390413457,22.0769505306496,22.3324467389402
"CASP4",4.61429066594388,-1.833,18.7066054862948,19.019811340168,19.2041084499931,19.1073718429134,21.1240130429123,20.3771108777147,20.7471506737759,21.1230695245095
"CASP6",0.137398180351263,0.138,18.8084748778976,17.5683569556589,18.7005821778404,17.8452624221648,18.1347930872087,17.6169149549283,18.8916176635035,17.7269151867314
"CASP8AP2",2.97439668024098,-0.534,21.2571851148551,21.2389033010901,21.3543280482149,21.2240066156407,21.8997574219283,21.882469231102,21.8261098638972,21.6038291074797
"CAST",1.05024045979704,0.209,26.2936538821019,26.2112809025243,26.3460072883661,26.0314427128772,26.1284485625596,25.9571132281997,25.9924171093817,25.9675503508865
"CAT",2.18258606886235,0.746,24.8012468323016,24.046531869753,24.6374065343685,24.0387431207309,23.6917743734882,23.7748938596877,23.4942358002933,23.58047444501
"CAVIN1",0.034618948352512,0.022,20.413487443064,20.4787661222708,21.1930648556726,20.4039212097701,20.3083431628882,20.6976671325713,20.5231777543909,20.8739791751862
"CBFA2T2",0.596289793437898,-0.617,21.2644609837963,19.0469810372809,21.0079257219702,19.6136740138803,21.1246678799962,20.492882526057,20.7713367337535,21.0111673002345
"CBFB",3.87631546052973,2.302,19.9036864170947,19.1948729423765,19.5903171429061,19.5121138470792,17.1351002906215,18.0767014990848,16.5038924374381,17.2791205520641
"CBL",2.58477255043713,-0.607,21.85116915638,21.8102843777786,22.3159573368619,21.8868098006121,22.5713719224243,22.6674852809618,22.4506806787723,22.6040062122357
"CBLB",0.53350963164271,-0.272,22.0917722623895,22.1509353154865,23.0617656969164,22.5827607917664,23.0766255894243,22.5954277949553,22.7693920358566,22.5356432110053
"CBLL1",3.31180090759524,-0.801,22.7641847137468,22.4166061383875,22.78649359009,22.6043987484483,23.4639253314126,23.3511826356947,23.6930026034966,23.2671349606023
"CBR1",0.337394074490721,-0.085,21.6002996315502,21.4678098112373,21.6380686329219,21.8302326844845,21.8120669357556,21.7152624519961,21.6963224288135,21.6519260607708
"CBR3",2.02536023936415,-0.489,23.094506378441,23.3182436881826,23.2119967984702,23.1128763034455,23.9575691596086,23.6833372014944,23.6848349196447,23.367467582637
"CBS",0.290889013779626,0.107,22.7072667866926,23.2578433435161,23.0238547403215,23.1437620190403,23.0848048619345,23.0139649510823,22.6654570861666,22.9394970004671
"CBX1",3.99566326516027,10.326,29.5988096461493,29.0950865614558,29.7241329845741,28.989234677108,18.2258708327608,16.2706024962728,23.5221474930114,18.0827538623684
"CBX2",3.26256633333448,1.105,21.6422291435983,21.6037425262766,21.8137758209314,21.7508757032269,20.7504575360704,21.0285244964817,20.1257597899044,20.4878571010306
"CBX3",5.83903795813812,1.349,26.4042122506373,26.2855720999875,26.3105696208833,26.32124578001,24.8299188430819,25.112902485012,25.046153466176,24.9364853648479
"CBX5",4.85042360551763,1.05,24.9331783925973,24.9399190154433,25.0467897214745,24.9357648397838,23.9611906843978,24.1008054952612,23.7676858354414,23.8252714655231
"CBX6",3.05567271316214,1.57,23.2716454704388,22.9341187730611,23.4987496188098,23.9579496390641,22.2507617563476,21.5414642903868,21.3303240120956,22.2586928961724
"CBX8",3.66171579477109,0.721,25.574162462472,25.5364400005434,25.7757137669636,25.5640103561628,25.0798514951177,24.825906351321,24.8251438408336,24.8352714288599
"CC2D1A",0.143598153983139,-0.052,24.5938903416697,24.6338206910908,24.6886082629792,24.2711075787439,24.4166529405866,24.5297507630401,24.8080886729343,24.6391809808084
"CC2D1B",1.24387675974828,0.289,23.7064625748617,23.5840552292195,23.7634418712848,23.9747310730687,23.4252910480288,23.3245688418745,23.434892312953,23.6899099687559
"CCAR1",0.896258580500919,-0.176,27.612762405749,27.704226203295,27.6986010570987,27.6551683054627,27.8361661722371,27.6605211261601,27.8976364176515,27.9785518345341
"CCAR2",3.31406162516079,-0.556,27.5268965326889,27.6585294403452,27.6590844715837,27.6545459396092,28.317446396588,28.1158149414915,28.1769222234181,28.1143168373155
"CCDC102A",4.92492139350109,-2.478,21.677363154698,20.5599331983337,21.1571632602642,21.3575628887874,23.4585017100665,23.9999074099042,23.5606884454514,23.6455909154418
"CCDC106",0.900398970889891,0.322,20.9544068047907,21.212542091015,21.4157711011912,21.6247908131344,20.8805298498999,21.0827333011892,21.2672257904688,20.6903748926715
"CCDC12",0.609912240071347,0.564,20.120744484413,19.913894046452,21.1204301308454,20.0502684088792,20.1520641680351,20.6397627524179,18.7710058575505,19.3848783858378
"CCDC124",1.66316929433725,2.175,21.5167126911636,22.2890661549733,22.3465987496784,19.3198027193509,18.2306892745755,19.8746498427894,20.0886348167699,18.577124511192
"CCDC137",0.771961029513702,0.725,21.1889653252943,21.7239805082365,21.4116027098506,19.3922768269611,20.1630966213672,20.0837695054153,20.4225818324902,20.1485886876448
"CCDC149",2.62787029001816,-1.855,16.3809104809245,17.3457368775617,16.934591076385,18.2335605825137,18.8144336082119,19.7125881463506,19.1700836152656,18.6194647288753
"CCDC152",0.0217622470018866,0.013,22.7231598723453,21.713545753333,22.0998285771509,22.1009570977389,22.1839045953236,22.2466441751421,22.2007689521388,21.9528018872508
"CCDC174",1.86184522432544,0.382,25.8660583196024,25.544090423461,25.5550083212446,25.7038741021909,25.1130922150455,25.3412782905446,25.2702040109011,25.4168652310136
"CCDC18",0.181458637467864,0.104,20.8906189060311,19.9426907356997,20.7579771073565,20.356184722858,20.4138995289034,20.2144027476458,20.2440178740189,20.6600594342911
"CCDC186",4.14804104883723,-1.6,20.546173095587,21.394889769951,20.8702146775067,20.9907774251808,22.8260472318148,22.2576391585831,22.4707369371389,22.6482772432818
"CCDC190",2.86954759357152,1.041,19.9821319337316,19.7337946888296,19.9137157809618,19.6877323870997,18.2319272772578,18.935739811689,18.7632998661376,19.2240153639304
"CCDC25",0.0729092029053596,0.026,21.509129733267,21.6070281248939,21.9149997346349,21.5714083987233,21.526609468916,21.5224100322797,21.6219149391702,21.826486222303
"CCDC28A",0.648973361931443,1.545,19.0541495137159,18.8732013354381,14.9392246586087,18.5286024491847,17.446634261698,14.4018829129698,15.2638900473182,18.102193151787
"CCDC43",1.21912311706493,0.407,20.653501423791,20.4639161498772,21.1066753560737,20.2779915450223,20.1584713458369,20.2300039743651,20.1071196964962,20.3769609729405
"CCDC50",0.305055562845869,-0.263,21.4894207564661,23.0485250162121,22.9102091573714,22.093522765383,22.4796269349065,22.4242641154861,23.1618593159291,22.5295943639904
"CCDC59",1.30113327399,0.393,23.3163209102591,23.0882098808732,23.1796186811355,22.5577464910953,22.6139188343757,22.6631117848454,22.6852436569401,22.6063880682845
"CCDC6",4.18578611344172,-0.846,23.5527724467085,23.713130298883,23.5217221730991,23.6856225911151,24.2882303227708,24.5835090422624,24.528307743948,24.4567160884276
"CCDC71L",4.47278776440679,1.532,23.2942865175432,23.2381504985301,23.2668986300829,23.3863020140223,21.8227785107822,21.8211831182983,22.1267549231139,21.2878651803753
"CCDC80",1.22213824307519,1.253,21.0962050152725,20.5202851738515,20.9248252460953,19.9397354672883,20.3359323076333,20.2459850556772,17.8999933560077,18.9862898481742
"CCDC82",2.95686335865214,-1.002,21.2273579223181,20.9119649036648,21.0459269944226,21.7782415400916,22.3108517668164,22.4010008421294,22.139066332633,22.1196924016352
"CCDC85A",0.439862064638941,0.735,19.8017030224421,20.3431234660977,19.4402810460337,19.8397012123098,19.9520969564309,19.8547430276698,20.0447763842974,16.6342688017332
"CCDC85B",1.07217169236195,-0.43,23.3968262340729,23.7856814662209,23.0394681113374,23.8125188742465,24.0275325554467,23.7921449716484,24.2710987952593,23.6640471431901
"CCDC85C",4.5720017516137,-1.376,18.8735339204297,19.0467824850428,19.1451980292842,19.1109525740265,20.5288372660358,20.1419187589678,20.2673280680691,20.743881834511
"CCDC86",5.18629247857124,1.753,22.7117735984497,22.4581412199094,22.3759475103309,22.7254008295921,20.9232655136722,20.99703970689,20.4330288890478,20.9062196435715
"CCDC88A",0.600098278767569,0.194,25.7317802339101,26.0282555052143,26.2254262441274,25.8429517162793,25.9296352975179,25.5997331087778,25.5683554903804,25.9559351961514
"CCDC92",1.93827357539783,-0.709,21.2857073601252,20.8770287699793,21.5776196639475,20.6581387068114,21.8402500774361,21.8911760029589,21.5549429940509,21.9470903401666
"CCDC93",2.56569878059349,-1.156,18.8304763078242,19.0747344630697,19.0658392575063,18.1183144334789,19.5096430906601,20.2093966563013,19.776908898799,20.2184234999672
"CCDC97",0.584148157131453,0.398,24.807996285572,24.5569790686252,24.8744025389695,24.251185962101,24.677449812213,23.4043780131543,23.9902983985791,24.825319871393
"CCDC9B",2.53045996748524,0.516,23.1719927776123,22.9426562824883,23.1732524751549,23.2323513327168,22.6629434933336,22.3905172553566,22.7399275987462,22.6626432603284
"CCHCR1",0.0634139941156073,0.108,16.5769258784558,17.8810324995553,17.986090505032,18.592123641887,16.1740529115776,17.7058487207134,18.6695663681284,18.0555485396596
"CCN1",6.71271098256473,1.715,23.9566055904823,23.8172398797732,23.8115993082377,23.8307264981422,22.2465102390786,22.1995743579772,22.0794554257172,22.0302671444745
"CCN2",4.93983043756471,1.939,23.5964736814387,23.6029525185069,23.5867372234151,23.1099137385736,21.7508400495748,21.7168738663224,21.082585487166,21.5884120490097
"CCNA2",1.35417043604393,1.255,19.9556554310222,18.975794144588,20.0476958561238,19.7142164728315,16.9651718626512,18.3379184395113,19.0638365066823,19.3076889529298
"CCNB1",0.401291140091864,-0.368,18.5893856588386,17.96638250605,19.1588005340097,19.0077820454356,19.159269020118,19.604121421647,19.4468323235401,17.9857495125768
"CCND1",0.101399346674739,-0.087,20.6859227837595,20.3556766255602,19.493713908,20.7925358559253,20.4282318394093,20.4889407562203,19.9453197505041,20.8115291565106
"CCNE2",3.85237664343041,2.58,20.8434705221123,21.0456055110074,21.4753958212466,21.4277294562607,18.479447828814,18.22923223835,19.7084315529381,18.0555257995858
"CCNH",0.396218260161046,-0.126,22.8895680842643,22.8942442129757,22.7145661709028,23.1822930660936,22.9366489558466,22.9428120315854,22.99667085841,23.3085643227304
"CCNI",0.203901583956928,0.055,20.3667376633465,20.5904800311926,20.2539306179661,20.553177664835,20.4005394994759,20.397055923449,20.3471961285123,20.400002626407
"CCNK",1.42346558096722,-1.066,20.5251915426967,19.998585664577,19.7191553426569,18.6127589893379,20.3108683972243,20.8969087452056,21.3972903264754,20.512644673364
"CCNL1",2.02222615384368,-1.25,20.5025725056315,19.6713659785199,20.5321889277516,20.169015965344,21.1430912982007,20.8132370111011,21.5080758115488,22.411691791785
"CCNT1",6.54154876818555,-1.933,25.7233021960477,25.5839451338313,25.7176536830236,25.6248115197278,27.5646437871759,27.7518703175631,27.7005558444105,27.364124036644
"CCNT2",4.44344560365205,-1.605,21.0882343058533,21.833908983729,21.6241479685158,21.3817732130353,22.8822968082826,22.9504479207307,23.2028551372869,23.3137272626764
"CCP110",3.09301837263781,-1.734,18.6460075303508,20.1503269148271,19.2672779211844,19.9389610661875,21.4485372163614,21.1611823429134,21.2993130239947,21.029587086265
"CCS",0.240756882983389,0.092,23.0122413054063,23.0739026997882,23.0293975584747,22.8827238191134,23.1048472271401,23.1151401412814,22.9200344381517,22.4886373410051
"CCSER2",3.10316862748467,1.587,21.8424035020689,22.0403234740169,21.7784837736502,20.9526404863212,20.2912022312762,20.5151783724217,19.8979250469409,19.5617471910129
"CCT2",6.01035442209811,-1.514,23.4237086968121,23.5176007988486,23.2582267416142,23.6006963643621,25.0419774698282,24.9658399260754,24.9092025450246,24.9379793762609
"CCT3",1.37086498913151,-0.87,22.4020572488594,22.2705541453886,22.5735314099033,23.24190236031,23.7763072360658,23.3688116941362,22.6434625917041,24.1783317092356
"CCT4",1.05738959256097,-0.661,21.8281567805425,22.3276964318332,21.006373751583,22.1044210275094,22.446744503467,21.8918615939338,22.5654434072573,23.007856228364
"CCT5",3.02727380187215,-0.949,22.6576750434669,22.420159857243,23.0028355654109,22.9190460872102,23.4713784977452,23.4922937695619,23.9604126131425,23.8735066421721
"CCT6A",2.07315112249804,-0.609,22.9529323106566,23.2948726959509,23.5512507320876,23.488688897256,23.9453340013591,23.6436289811212,23.9741865615709,24.1603851527145
"CCT7",1.20536240442103,-0.674,21.6204892614587,21.5208412977014,21.5600042000152,22.0823983833036,22.0886483528325,21.7491599753875,22.4500431404086,23.192311816234
"CCT8",5.04168888218093,-1.107,28.8359826248038,28.7476899118006,28.6923088306051,29.0193064767668,29.9275631085506,29.9651305429692,29.9832572389121,29.8469995656629
"CCZ1B",0.251815807785699,0.099,22.5753290930826,22.7013242768476,22.4890307213313,22.4147221881882,22.3971136876733,22.2450127911935,22.2703319780972,22.8724268455386
"CD2AP",6.36029388125927,-1.801,24.8212664151397,24.7545764151525,24.8101758030277,24.464556878128,26.4506355361302,26.5500257679633,26.4627374924836,26.5913088054618
"CD2BP2",3.0367185779371,-1.816,21.947718649803,20.8168486761635,21.929935580881,21.8356166648765,23.6108083586695,23.6412406046137,23.8663033114865,22.6773231125059
"CD44",1.22119586124424,1.806,19.4942352456801,16.6778214419092,19.4983278717273,17.3864366833559,16.9123000083166,17.5974757120714,16.3664393771293,14.9562312095891
